sentence,translation,pronunciation,tts_pronunciation,tags,cloze,key_meaning
映画を見に行こう。,Let's go see a movie.,映画【えいが】を見【み】に行こう【いこう】。,えいがを、みにいこう。,cinema,映画,movie
上映時間は何時ですか?,What time does it start?,上映【じょうえい】時間【じかん】は何時【いつ】ですか?,じょうえいじかんはいつですか?,cinema,上映時間,showtime
チケットを2枚ください。,Two tickets please.,チケットを2枚【まい】ください。,チケットを、2まいください。,cinema,チケット,ticket
席は選べますか?,Can I choose my seats?,席【せき】は選べ【えらべ】ますか?,せきはえらべますか?,cinema,席,seat
ポップコーンを買おう。,Let's buy popcorn.,ポップコーンを買おう【かおう】。,ポップコーンを、かおう。,cinema,ポップコーン,popcorn
字幕版と吹き替え版どっち?,Subtitled or dubbed?,字幕【じまく】版【ばん】と吹き替え【ふきかえ】版【ばん】どっち?,じまくばんとふきかえばんどっち?,cinema,吹き替え版,dubbed
今日は肉じゃがを作ろう。,Let's make nikujaga today.,今日【きょう】は肉じゃが【にくじゃが】を作ろう【つくろう】。,きょうはにくじゃがを、つくろう。,japanese-cuisine,肉じゃが,nikujaga
味噌汁の具は何にする?,What should we put in the miso soup?,味噌【みそ】汁【しる】の具【ぐ】は何【なに】にする?,みそしるのぐはなににする?,japanese-cuisine,具,ingredients
おひたしを作ります。,I'll make ohitashi.,おひたしを作り【つくり】ます。,おひたしを、つくります。,japanese-cuisine,おひたし,ohitashi
切り干し大根を戻して。,Rehydrate the dried daikon.,切り干し【きりぼし】大根【だいこん】を戻し【もどし】て。,きりぼしだいこんを、もどして。,japanese-cuisine,切り干し大根,dried daikon
ぬか漬けを取り出して。,Take out the pickles from the rice bran.,ぬか漬け【ぬかづけ】を取り出し【とりだし】て。,ぬかづけを、とりだして。,japanese-cuisine,ぬか漬け,rice bran pickles
炊き込みご飯にしよう。,Let's make mixed rice.,炊き込み【たきこみ】ご飯【ごはん】にしよう。,たきこみごはんにしよう。,japanese-cuisine,炊き込みご飯,mixed rice
天ぷらの衣を作って。,Make the tempura batter.,天ぷら【てんぷら】の衣【ころも】を作っ【つくっ】て。,てんぷらのころもを、つくって。,japanese-cuisine,衣,batter
照り焼きのタレを作る。,I'll make teriyaki sauce.,照り焼き【てりやき】のタレを作る【つくる】。,てりやきのタレを、つくる。,japanese-cuisine,タレ,sauce
とんかつを揚げます。,I'll fry the tonkatsu.,とんかつを揚げ【あげ】ます。,とんかつを、あげます。,japanese-cuisine,とんかつ,tonkatsu
親子丼が食べたい。,I want to eat oyakodon.,親子【おやこ】丼【どん】が食べ【たべ】たい。,おやこどんが、たべたい。,japanese-cuisine,親子丼,oyakodon
そばを茹でましょう。,Let's boil the soba.,そばを茹で【ゆで】ましょう。,そばを、ゆでましょう。,japanese-cuisine,そば,soba
うどんのだしを作って。,Make the udon broth.,うどんのだしを作っ【つくっ】て。,うどんのだしを、つくって。,japanese-cuisine,だし,broth
お茶漬けにしようか。,Shall we have ochazuke?,お茶漬け【ちゃづけ】にしようか。,おちゃづけにしようか。,japanese-cuisine,お茶漬け,ochazuke
おにぎりを握ります。,I'll make rice balls.,おにぎりを握り【にぎり】ます。,おにぎりを、にぎります。,japanese-cuisine,おにぎり,rice ball
巻き寿司を作ろう。,Let's make sushi rolls.,巻き寿司【まきずし】を作ろう【つくろう】。,巻きまきずしを、つくろう。,japanese-cuisine,巻き寿司,sushi rolls
自転車で行く。,I'll go by bicycle.,自転【じてん】車【しゃ】で行く【いく】。,じてんしゃでいく。,transportation,自転車,bicycle
バスに乗り遅れた。,I missed the bus.,バスに乗り【のり】遅れ【おくれ】た。,バスにのりおくれた。,transportation,バス,bus
駐車場はどこですか?,Where is the parking lot?,駐車【ちゅうしゃ】場【じょう】はどこですか?,ちゅうしゃじょうはどこですか?,transportation,駐車場,parking lot
駐輪場に止めてきた。,I parked at the bicycle parking.,駐輪【ちゅうりん】場【じょう】に止め【とめ】てきた。,ちゅうりんじょうにとめてきた。,transportation,駐輪場,bicycle parking
次のバスは何時ですか?,What time is the next bus?,次【つぎ】のバスは何時【いつ】ですか?,つぎのバスはいつですか?,transportation,バス,bus
電車が遅れている。,The train is delayed.,電車【でんしゃ】が遅れ【おくれ】ている。,でんしゃが、おくれている。,transportation,電車,train
切符を買ってくる。,I'll buy a ticket.,切符【きっぷ】を買っ【かっ】てくる。,きっぷを、かってくる。,transportation,切符,ticket
ICカードをチャージして。,Charge the IC card.,ICカードをチャージして。,ICカードを、チャージして。,transportation,ICカード,IC card
郵便局に行ってくる。,I'll go to the post office.,郵便【ゆうびん】局【きょく】に行っ【いっ】てくる。,ゆうびんきょくにいってくる。,errands,郵便局,post office
この手紙を出してきて。,Please mail this letter.,この手紙【てがみ】を出し【だし】てきて。,このてがみを、だしてきて。,errands,手紙,letter
荷物を送りたいのですが。,I'd like to send a package.,荷物【にもつ】を送り【おくり】たいのですが。,にもつを、おくりたいのですが。,errands,荷物,package
書留でお願いします。,Registered mail please.,書留【かきとめ】でお願い【ねがい】します。,かきとめでおねがいします。,errands,書留,registered mail
銀行で振り込みをした。,I made a bank transfer.,銀行【ぎんこう】で振り込み【ふりこみ】をした。,ぎんこうでふりこみを、した。,errands,銀行,bank
届け出を出しに行く。,I'll go submit the notification.,届け出【とどけで】を出し【だし】に行く【いく】。,とどけでを、だしにいく。,errands,届け出,notification
手続きに必要な書類は何ですか?,What documents do I need for the procedure?,手続き【てつづき】に必要【ひつよう】な書類【しょるい】は何【なん】ですか?,てつづきにひつようなしょるいはなんですか?,errands,書類,documents
ATMでお金を下ろしてくる。,I'll withdraw money from the ATM.,ATMでお金【かね】を下ろし【おろし】てくる。,ATMでおかねを、おろしてくる。,errands,お金,money
カフェでお茶しよう。,Let's have tea at a cafe.,カフェでお茶【ちゃ】しよう。,カフェでおちゃしよう。,cafe,カフェ,cafe
コーヒーをください。,Coffee please.,コーヒーをください。,コーヒーを、ください。,cafe,コーヒー,coffee
ケーキセットをお願いします。,Cake set please.,ケーキセットをお願い【ねがい】します。,ケーキセットを、おねがいします。,cafe,ケーキセット,cake set
テイクアウトできますか?,Can I get this to go?,テイクアウトできますか?,テイクアウトできますか?,cafe,テイクアウト,takeout
ここで食べます。,I'll eat here.,ここで食べ【たべ】ます。,ここでたべます。,cafe,ここで食べる,eat here
Wi-Fiはありますか?,Do you have Wi-Fi?,Wi-Fiはありますか?,Wi-Fiはありますか?,cafe,Wi-Fi,Wi-Fi
いつもお世話になっております。,Thank you for your continued support.,いつもお世話【せわ】になっております。,いつもおせわになっております。,polite,お世話になる,care/support
お忙しいところ申し訳ありません。,I'm sorry to bother you when you're busy.,お忙しい【いそがしい】ところ申し訳【もうしわけ】ありません。,おいそがしいところもうしわけありません。,polite,申し訳ありません,sorry
ご迷惑をおかけして申し訳ありません。,I'm sorry for the inconvenience.,ご迷惑【めいわく】をおかけして申し訳【もうしわけ】ありません。,ごめいわくを、おかけしてもうしわけありません。,polite,迷惑,inconvenience
お手数をおかけします。,I apologize for the trouble.,お手数【てすう】をおかけします。,おてすうを、おかけします。,polite,手数,trouble
よろしくお願いいたします。,Thank you in advance.,よろしくお願い【ねがい】いたします。,よろしくおねがいいたします。,polite,よろしくお願いします,please/thank you
ありがとうございました。,Thank you very much.,ありがとうございました。,ありがとうございました。,polite,ありがとう,thank you
失礼いたします。,Excuse me.,失礼【しつれい】いたします。,しつれいいたします。,polite,失礼,excuse me
少々お待ちください。,Please wait a moment.,少々【しょうしょう】お待ち【まち】ください。,しょうしょうおまちください。,polite,少々,a moment
かしこまりました。,Understood.,かしこまりました。,かしこまりました。,polite,かしこまりました,understood
恐れ入りますが。,I'm sorry to trouble you but.,恐れ入り【おそれいり】ますが。,おそれいりますが。,polite,恐れ入ります,excuse me
お先に失礼します。,Excuse me for leaving first.,お先【さき】に失礼【しつれい】します。,おさきにしつれいします。,polite,お先に失礼,leaving first
ご無沙汰しております。,It's been a long time.,ご無【む】沙汰【さた】しております。,ごむさたしております。,polite,ご無沙汰,long time no see
お変わりありませんか?,How have you been?,お変わり【かわり】ありませんか?,おかわりありませんか?,polite,お変わり,how are you
お大事になさってください。,Please take care of yourself.,お大事【だいじ】になさってください。,おだいじになさってください。,polite,お大事に,take care
110番に電話して!,Call 110!,110番【ばん】に電話【でんわ】して!,110ばんにでんわして!,emergency,110番,110 emergency
事故がありました。,There was an accident.,事故【じこ】がありました。,じこが、ありました。,emergency,事故,accident
住所は〇〇です。,The address is...,住所【じゅうしょ】は〇〇です。,じゅうしょは〇〇です。,emergency,住所,address
助けてください!,Help!,助け【たすけ】てください!,たすけてください!,emergency,助けて,help
警察を呼んでください。,Please call the police.,警察【けいさつ】を呼ん【よん】でください。,けいさつを、よんでください。,emergency,警察,police
119番に電話して!,Call 119!,119番【ばん】に電話【でんわ】して!,119ばんにでんわして!,emergency,119番,119 emergency
救急車をお願いします。,I need an ambulance.,救急【きゅうきゅう】車【しゃ】をお願い【ねがい】します。,きゅうきゅうしゃを、おねがいします。,emergency,救急車,ambulance
火事です!,Fire!,火事【かじ】です!,かじです!,emergency,火事,fire
電気代が高すぎる。,The electricity bill is too high.,電気【でんき】代【だい】が高【たか】すぎる。,でんきだいが、たかすぎる。,utilities,電気代,electricity bill
ガスの契約を変更したい。,I want to change the gas contract.,ガスの契約【けいやく】を変更【へんこう】したい。,ガスのけいやくを、へんこうしたい。,utilities,契約,contract
水道の検針日はいつですか?,When is the water meter reading day?,水道【すいどう】の検針【けんしん】日【ひ】はいつですか?,すいどうのけんしんひはいつですか?,utilities,検針日,meter reading day
インターネットが繋がらない。,The internet isn't connecting.,インターネットが繋がら【つながら】ない。,インターネットが、つながらない。,utilities,インターネット,internet
契約を解約したいのですが。,I'd like to cancel my contract.,契約【けいやく】を解約【かいやく】したいのですが。,けいやくを、かいやくしたいのですが。,utilities,解約,cancellation
料金プランを変えたい。,I want to change my rate plan.,料金【りょうきん】プランを変え【かえ】たい。,りょうきんプランを、かえたい。,utilities,料金プラン,rate plan
引っ越しの手続きをしたい。,I want to do the moving procedures.,引っ越し【ひっこし】の手続き【てつづき】をしたい。,ひっこしのてつづきを、したい。,utilities,引っ越し,moving
趣味は何ですか?,What are your hobbies?,趣味【しゅみ】は何【なん】ですか?,しゅみはなんですか?,hobbies,趣味,hobby
手芸を始めました。,I started doing handicrafts.,手芸【しゅげい】を始め【はじめ】ました。,しゅげいを、はじめました。,hobbies,手芸,handicrafts
ガーデニングが好きです。,I like gardening.,ガーデニングが好き【すき】です。,ガーデニングが、すきです。,hobbies,ガーデニング,gardening
読書が趣味です。,Reading is my hobby.,読書【どくしょ】が趣味【しゅみ】です。,どくしょが、しゅみです。,hobbies,読書,reading
料理教室に通っています。,I'm taking cooking classes.,料理【りょうり】教室【きょうしつ】に通っ【かよっ】ています。,りょうりきょうしつにかよっています。,hobbies,料理教室,cooking class
ピラティスを始めたい。,I want to start pilates.,ピラティスを始め【はじめ】たい。,ピラティスを、はじめたい。,hobbies,ピラティス,pilates
今週の献立を考えよう。,Let's plan this week's menu.,今週【こんしゅう】の献立【こんだて】を考えよう【かんがえよう】。,こんしゅうのこんだてを、かんがえよう。,meal-planning,献立,menu
作り置きを週末に作る。,I'll make batch dishes on the weekend.,作り置き【つくりおき】を週末【しゅうまつ】に作る【つくる】。,つくりおきを、しゅうまつにつくる。,meal-planning,作り置き,meal prep
お弁当の中身は何にする?,What should I put in the lunch box?,お弁当【べんとう】の中身【なかみ】は何【なに】にする?,おべんとうのなかみはなににする?,meal-planning,中身,contents
冷凍できるおかずを作ろう。,Let's make side dishes we can freeze.,冷凍【れいとう】できるおかずを作ろう【つくろう】。,れいとうできるおかずを、つくろう。,meal-planning,おかず,side dishes
栄養バランスを考えて。,Think about nutritional balance.,栄養【えいよう】バランスを考え【かんがえ】て。,えいようバランスを、かんがえて。,meal-planning,栄養バランス,nutritional balance
野菜が足りないかも。,We might not have enough vegetables.,野菜【やさい】が足り【たり】ないかも。,やさいが、たりないかも。,meal-planning,野菜,vegetables
魚を週2回は食べたい。,I want to eat fish twice a week.,魚【さかな】を週【しゅう】2回【かい】は食べ【たべ】たい。,さかなを、しゅう2かいはたべたい。,meal-planning,魚,fish
子供が好きなメニューにしよう。,Let's make a menu the kids like.,子供【こども】が好き【すき】なメニューにしよう。,こどもが、すきなメニューにしよう。,meal-planning,メニュー,menu
交番はどこですか?,Where is the police box?,交番【こうばん】はどこですか?,こうばんはどこですか?,police,交番,police box
届け出をしたいのですが。,I'd like to file a report.,届け出【とどけで】をしたいのですが。,とどけでを、したいのですが。,police,届け出,report
財布を盗まれました。,My wallet was stolen.,財布【さいふ】を盗ま【ぬすま】れました。,さいふを、ぬすまれました。,police,財布,wallet
被害届を出したいです。,I want to file a damage report.,被害【ひがい】届【とどけ】を出し【だし】たいです。,ひがいとどけを、だしたいです。,police,被害届,damage report
事故を目撃しました。,I witnessed an accident.,事故【じこ】を目撃【もくげき】しました。,じこを、もくげきしました。,police,目撃,witness
パスポートをなくしました。,I lost my passport.,パスポートをなくしました。,パスポートを、なくしました。,police,パスポート,passport
不審者を見ました。,I saw a suspicious person.,不審【ふしん】者【しゃ】を見【み】ました。,ふしんしゃを、みました。,police,不審者,suspicious person
ひったくりに遭いました。,I was mugged.,ひったくりに遭い【あい】ました。,ひったくりにあいました。,police,ひったくり,mugging
賃貸物件を探しています。,I'm looking for a rental property.,賃貸【ちんたい】物件【ぶっけん】を探し【さがし】ています。,ちんたいぶっけんを、さがしています。,housing,賃貸物件,rental property
不動産屋に行ってくる。,I'll go to the real estate agent.,不【ふ】動産【どうさん】屋【や】に行っ【いっ】てくる。,ふどうさんやにいってくる。,housing,不動産屋,real estate agent
家賃はいくらですか?,How much is the rent?,家賃【やちん】はいくらですか?,やちんはいくらですか?,housing,不動産屋,real estate agent
敷金と礼金は必要ですか?,Are deposit and key money required?,敷金【しききん】と礼金【れいきん】は必要【ひつよう】ですか?,しききんとれいきんはひつようですか?,housing,敷金と礼金,deposit and key money
大家さんに連絡しなきゃ。,I need to contact the landlord.,大家【おおや】さんに連絡【れんらく】しなきゃ。,おおやさんにれんらくしなきゃ。,housing,大家,landlord
管理組合の会議がある。,There's a condo association meeting.,管理【かんり】組合【くみあい】の会議【かいぎ】がある。,かんりくみあいのかいぎが、ある。,housing,管理組合,condo association
引っ越しの準備をしなきゃ。,I need to prepare for the move.,引っ越し【ひっこし】の準備【じゅんび】をしなきゃ。,ひっこしのじゅんびを、しなきゃ。,housing,引っ越し,moving
犬の散歩に行ってくる。,I'll take the dog for a walk.,犬【いぬ】の散歩【さんぽ】に行っ【いっ】てくる。,いぬのさんぽにいってくる。,pets,散歩,walk
猫のご飯をあげて。,Feed the cat.,猫【ねこ】のご飯【ごはん】をあげて。,ねこのごはんを、あげて。,pets,猫,cat
動物病院に連れて行く。,I'll take them to the vet.,動物【どうぶつ】病院【びょういん】に連れ【つれ】て行く【いく】。,どうぶつびょういんにつれていく。,pets,動物病院,vet
ペットフードを買わなきゃ。,I need to buy pet food.,ペットフードを買わ【かわ】なきゃ。,ペットフードを、かわなきゃ。,pets,ペットフード,pet food
予防接種の時期だ。,It's time for vaccinations.,予防【よぼう】接種【せっしゅ】の時期【じき】だ。,よぼうせっしゅのじきだ。,pets,予防接種,vaccination
塾は何曜日?,What day is cram school?,塾【じゅく】は何曜日【なんようび】?,じゅくはなんようび?,activities,塾,cram school
習い事を増やしたいの?,Do you want more lessons?,習い事【ならいごと】を増やし【ふやし】たいの?,ならいごとを、ふやしたいの?,activities,習い事,lessons
ピアノの練習をしなさい。,Practice the piano.,ピアノの練習【れんしゅう】をしなさい。,ピアノのれんしゅうを、しなさい。,activities,ピアノ,piano
サッカーの練習に送って行く。,I'll drive you to soccer practice.,サッカーの練習【れんしゅう】に送っ【おくっ】て行く【いく】。,サッカーのれんしゅうにおくっていく。,activities,サッカー,soccer
水泳教室は何時まで?,Until what time is swimming class?,水泳【すいえい】教室【きょうしつ】は何【なん】時【じ】まで?,すいえいきょうしつはなんじまで?,activities,水泳教室,swimming class
部活で遅くなる。,I'll be late because of club activities.,部活【ぶかつ】で遅く【おそく】なる。,ぶかつでおそくなる。,activities,部活,club activities
試合を見に行くね。,I'll come watch your game.,試合【しあい】を見【み】に行く【いく】ね。,しあいを、みにいくね。,activities,試合,game/match
発表会の衣装を準備して。,Prepare the costume for the recital.,発表【はっぴょう】会【かい】の衣装【いしょう】を準備【じゅんび】して。,はっぴょうかいのいしょうを、じゅんびして。,activities,衣装,costume
薬局はどこですか?,Where is the pharmacy?,薬局【やっきょく】はどこですか?,やっきょくはどこですか?,pharmacy,薬局,pharmacy
この処方箋をお願いします。,I'd like to fill this prescription.,この処方【しょほう】箋【せん】をお願い【ねがい】します。,このしょほうせんを、おねがいします。,pharmacy,処方箋,prescription
市販の風邪薬をください。,I'd like over-the-counter cold medicine.,市販【しはん】の風邪薬【かぜぐすり】をください。,しはんのかぜぐすりを、ください。,pharmacy,風邪薬,cold medicine
頭痛薬はありますか?,Do you have headache medicine?,頭痛【ずつう】薬【やく】はありますか?,ずつうやくはありますか?,pharmacy,頭痛薬,headache medicine
胃薬をください。,Stomach medicine please.,胃薬【いぐすり】をください。,いぐすりを、ください。,pharmacy,胃薬,stomach medicine
この薬に副作用はありますか?,Does this medicine have side effects?,この薬【くすり】に副【ふく】作用【さよう】はありますか?,このくすりにふくさようはありますか?,pharmacy,副作用,side effects
1日に何回飲みますか?,How many times a day do I take it?,1日【ついたち】に何【なん】回【かい】飲み【のみ】ますか?,1ついたちになんかいのみますか?,pharmacy,1日何回,times per day
食前ですか?食後ですか?,Before or after meals?,食前【しょくぜん】ですか?食後【しょくご】ですか?,しょくぜんですか?しょくごですか?,pharmacy,食前食後,before/after meals
エアコンが壊れた。,The air conditioner broke.,エアコンが壊れ【こわれ】た。,エアコンが、こわれた。,repairs,エアコン,air conditioner
修理を頼まなきゃ。,I need to call for repairs.,修理【しゅうり】を頼ま【たのま】なきゃ。,しゅうりを、たのまなきゃ。,repairs,修理,repair
業者さんに来てもらう。,I'll have a technician come.,業者【ぎょうしゃ】さんに来【き】てもらう。,ぎょうしゃさんにきてもらう。,repairs,業者,technician
見積もりをお願いします。,Please give me an estimate.,見積もり【みつもり】をお願い【ねがい】します。,みつもりを、おねがいします。,repairs,見積もり,estimate
水漏れがしている。,There's a water leak.,水漏れ【みずもれ】がしている。,みずもれが、している。,repairs,水漏れ,water leak
ガス点検の人が来ます。,The gas inspector is coming.,ガス点検【てんけん】の人【ひと】が来【き】ます。,ガスてんけんのひとが、きます。,repairs,ガス点検,gas inspection
今日のドラマ見た?,Did you watch today's drama?,今日【きょう】のドラマ見【み】た?,きょうのドラマみた?,tv,ドラマ,drama
この番組を録画して。,Record this program.,この番組【ばんぐみ】を録画【ろくが】して。,このばんぐみを、ろくがして。,tv,番組,program
ニュースを見よう。,Let's watch the news.,ニュースを見よう【みよう】。,ニュースを、みよう。,tv,ニュース,news
チャンネルを変えて。,Change the channel.,チャンネルを変え【かえ】て。,チャンネルを、かえて。,tv,チャンネル,channel
町内会の集まりがある。,There's a neighborhood association meeting.,町内【ちょうない】会【かい】の集まり【あつまり】がある。,ちょうないかいのあつまりが、ある。,neighborhood,町内会,neighborhood association
回覧板を回してください。,Please pass on the circular notice.,回覧【かいらん】板【ばん】を回し【まわし】てください。,かいらんばんを、まわしてください。,neighborhood,回覧板,circular notice
今週はゴミ当番です。,It's our turn for trash duty this week.,今週【こんしゅう】はゴミ当番【とうばん】です。,こんしゅうはゴミとうばんです。,neighborhood,ゴミ当番,trash duty
お隣に挨拶してきた。,I went to greet the neighbors.,お隣【となり】に挨拶【あいさつ】してきた。,おとなりにあいさつしてきた。,neighborhood,挨拶,greeting
引っ越してきたばかりです。,We just moved here.,引っ越し【ひっこし】てきたばかりです。,ひっこしてきたばかりです。,neighborhood,引っ越し,moving
この辺りは静かですね。,This area is quiet isn't it.,この辺り【あたり】は静か【しずか】ですね。,このあたりはしずかですね。,neighborhood,静か,quiet
自治会費を集めに来ました。,I came to collect the residents' association fee.,自治【じち】会費【かいひ】を集め【あつめ】に来【き】ました。,じちかいひを、あつめにきました。,neighborhood,自治会費,association fee
防災訓練に参加します。,I'll participate in the disaster drill.,防災【ぼうさい】訓練【くんれん】に参加【さんか】します。,ぼうさいくんれんにさんかします。,neighborhood,防災訓練,disaster drill
避難所はどこですか?,Where is the evacuation shelter?,避難【ひなん】所【しょ】はどこですか?,ひなんしょはどこですか?,evacuation,避難所,evacuation shelter
防災グッズを準備しよう。,Let's prepare emergency supplies.,防災【ぼうさい】グッズを準備【じゅんび】しよう。,ぼうさいグッズを、じゅんびしよう。,evacuation,防災グッズ,emergency supplies
非常食を買っておこう。,Let's buy emergency food.,非【ひ】常食【じょうしょく】を買っ【かっ】ておこう。,ひじょうしょくを、かっておこう。,evacuation,非常食,emergency food
懐中電灯はどこ?,Where is the flashlight?,懐中【かいちゅう】電灯【でんとう】はどこ?,かいちゅうでんとうはどこ?,evacuation,懐中電灯,flashlight
水を備蓄しておこう。,Let's stock up on water.,水【みず】を備蓄【びちく】しておこう。,みずを、びちくしておこう。,evacuation,備蓄,stockpile
避難経路を確認して。,Check the evacuation route.,避難【ひなん】経路【けいろ】を確認【かくにん】して。,ひなんけいろを、かくにんして。,evacuation,避難経路,evacuation route
携帯の充電をしておいて。,Charge your phone.,携帯【けいたい】の充電【じゅうでん】をしておいて。,けいたいのじゅうでんを、しておいて。,evacuation,充電,charge
衣替えをしなきゃ。,I need to switch out the seasonal clothes.,衣替え【ころもがえ】をしなきゃ。,ころもがえを、しなきゃ。,seasonal-tasks,衣替え,seasonal wardrobe
大掃除を始めよう。,Let's start the big cleaning.,大【だい】掃除【そうじ】を始めよう【はじめよう】。,だいそうじを、はじめよう。,seasonal-tasks,大掃除,big cleaning
模様替えをしたい。,I want to rearrange the room.,模様【もよう】替え【がえ】をしたい。,もようがえを、したい。,seasonal-tasks,模様替え,rearranging
冬物を出してきて。,Get out the winter clothes.,冬物【ふゆもの】を出し【だし】てきて。,ふゆものを、だしてきて。,seasonal-tasks,冬物,winter clothes
夏物をしまおう。,Let's put away the summer things.,夏物【なつもの】をしまおう。,なつものを、しまおう。,seasonal-tasks,夏物,summer clothes
庭の手入れをしなきゃ。,I need to tend to the garden.,庭【にわ】の手入れ【ていれ】をしなきゃ。,にわのていれを、しなきゃ。,seasonal-tasks,手入れ,maintenance
散髪に連れて行く。,I'll take them for a haircut.,散髪【さんぱつ】に連れ【つれ】て行く【いく】。,さんぱつにつれていく。,hair-salon,散髪,haircut
短めにしてください。,Please cut it short.,短め【みじかめ】にしてください。,みじかめにしてください。,hair-salon,短め,short
子供料金はありますか?,Is there a children's rate?,子供【こども】料金【りょうきん】はありますか?,こどもりょうきんはありますか?,hair-salon,子供料金,children's rate
前髪だけ切ってください。,Just trim the bangs please.,前髪【まえがみ】だけ切っ【きっ】てください。,まえがみだけきってください。,hair-salon,前髪,bangs
お中元を贈ります。,I'll send a mid-year gift.,お中元【ちゅうげん】を贈り【おくり】ます。,おちゅうげんを、おくります。,gifts,お中元,mid-year gift
お歳暮は何にしよう?,What should we send for year-end gifts?,お歳暮【せいぼ】は何【なに】にしよう?,おせいぼはなににしよう?,gifts,お歳暮,year-end gift
内祝いを準備しなきゃ。,I need to prepare a thank-you gift.,内祝い【うちいわい】を準備【じゅんび】しなきゃ。,うちいわいを、じゅんびしなきゃ。,gifts,内祝い,thank-you gift
香典を用意しなきゃ。,I need to prepare condolence money.,香典【こうでん】を用意【ようい】しなきゃ。,こうでんを、よういしなきゃ。,gifts,香典,condolence money
お祝いを贈りたいのですが。,I'd like to send a congratulatory gift.,お祝い【いわい】を贈り【おくり】たいのですが。,おいわいを、おくりたいのですが。,gifts,お祝い,celebration
熨斗をつけてください。,Please attach a noshi.,熨斗【のし】をつけてください。,のしを、つけてください。,gifts,熨斗,noshi
包装をお願いします。,Please wrap it.,包装【ほうそう】をお願い【ねがい】します。,ほうそうを、おねがいします。,gifts,包装,wrapping
お返しは何がいいかな?,What should I give in return?,お返し【がえし】は何【なに】がいいかな?,おがえしはなにが、いいかな?,gifts,お返し,return gift
もしもし。,Hello (on phone).,もしもし。,もしもし。,phone,もしもし,hello (phone)
〇〇ですが。,This is...,〇〇ですが。,〇〇ですが。,phone,〇〇ですが,this is (name)
少々お待ちください。,Please wait a moment.,少々【しょうしょう】お待ち【まち】ください。,しょうしょうおまちください。,phone,少々,a moment
伝言をお願いできますか?,Can I leave a message?,伝言【でんごん】をお願い【ねがい】できますか?,でんごんを、おねがいできますか?,phone,伝言,message
折り返しお電話いただけますか?,Could you call me back?,折り返し【おりかえし】お電話【でんわ】いただけますか?,おりかえしおでんわいただけますか?,phone,折り返し,callback
留守番電話にメッセージを残しました。,I left a message on the answering machine.,留守【るす】番【ばん】電話【でんわ】にメッセージを残し【のこし】ました。,るすばんでんわにメッセージを、のこしました。,phone,メッセージ,message
電話が切れた。,The call dropped.,電話【でんわ】が切れ【きれ】た。,でんわが、きれた。,phone,切れる,disconnect
ガソリンを満タンにしてください。,Fill it up please.,ガソリンを満タン【まんたん】にしてください。,ガソリンを、まんたんにしてください。,car,ガソリン,gasoline
車検の時期です。,It's time for vehicle inspection.,車検【しゃけん】の時期【じき】です。,しゃけんのじきです。,car,車検,vehicle inspection
駐車場を探しています。,I'm looking for parking.,駐車【ちゅうしゃ】場【じょう】を探し【さがし】ています。,ちゅうしゃじょうを、さがしています。,car,駐車場,parking
運転免許の更新に行く。,I'm going to renew my driver's license.,運転【うんてん】免許【めんきょ】の更新【こうしん】に行く【いく】。,うんてんめんきょのこうしんにいく。,car,運転免許,driver's license
タイヤを交換しなきゃ。,I need to change the tires.,タイヤを交換【こうかん】しなきゃ。,タイヤを、こうかんしなきゃ。,car,タイヤ,tires
オイル交換をお願いします。,Oil change please.,オイル交換【こうかん】をお願い【ねがい】します。,オイルこうかんを、おねがいします。,car,オイル交換,oil change
今日は晴れです。,It's sunny today.,今日【きょう】は晴れ【はれ】です。,きょうははれです。,weather,晴れ,sunny
明日は雨らしい。,It seems like rain tomorrow.,明日【あす】は雨【あめ】らしい。,あすはあめらしい。,weather,雨,rain
台風が近づいている。,A typhoon is approaching.,台風【たいふう】が近づい【ちかづい】ている。,たいふうが、ちかづいている。,weather,台風,typhoon
梅雨入りしたね。,The rainy season has started.,梅雨入り【つゆいり】したね。,つゆいりしたね。,weather,梅雨入り,rainy season start
猛暑日が続いている。,The extreme heat continues.,猛暑【もうしょ】日【じつ】が続い【つづい】ている。,もうしょじつが、つづいている。,weather,猛暑日,extreme heat day
花粉症がひどい。,My hay fever is bad.,花粉【かふん】症【しょう】がひどい。,かふんしょうが、ひどい。,weather,花粉症,hay fever
天気予報を見て。,Check the weather forecast.,天気【てんき】予報【よほう】を見【み】て。,てんきよほうを、みて。,weather,天気予報,weather forecast
傘を持って行ってね。,Take an umbrella.,傘【かさ】を持っ【もっ】て行っ【いっ】てね。,かさを、もっていってね。,weather,傘,umbrella
火事だ!逃げて!,Fire! Run!,火事【かじ】だ!逃げ【にげ】て!,かじだ!にげて!,fire,逃げる,run/escape
消火器はどこですか?,Where is the fire extinguisher?,消火【しょうか】器【き】はどこですか?,しょうかきはどこですか?,fire,消火器,fire extinguisher
煙が出ている!,There's smoke!,煙【けむり】が出【で】ている!,けむりが、でている!,fire,煙,smoke
非常口はどこですか?,Where is the emergency exit?,非常【ひじょう】口【くち】はどこですか?,ひじょうくちはどこですか?,fire,非常口,emergency exit
避難してください。,Please evacuate.,避難【ひなん】してください。,ひなんしてください。,fire,避難,evacuate
火を消して!,Put out the fire!,火【ひ】を消し【けし】て!,ひを、けして!,fire,火を消す,put out fire
