Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent,Audio
失礼いたします。,Excuse me.,失礼,失礼【しつれい】いたします。,Polite,polite,excuse me,"<ruby class=""vocab"">失礼<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">つ</span><span class=""pitch-l"">れ</span><span class=""pitch-l"">い</span></rt></ruby>",
少々お待ちください。,Please wait a moment.,少々,少々【しょうしょう】お待【ま】ちください。,Polite,polite,a moment,"<ruby class=""vocab"">少々<rt><span class=""pitch-h"">しょ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">しょ</span><span class=""pitch-l"">う</span></rt></ruby>",
かしこまりました。,Understood.,かしこまりました,かしこまりました。,Polite,polite,understood,"<span class=""vocab"">かしこまりました</span>",
恐れ入りますが。,I'm sorry to trouble you but.,恐れ入ります,恐【おそ】れ入【い】りますが。,Polite,polite,excuse me,"<ruby class=""vocab"">恐れ入ります<rt>おそれいります</rt></ruby>",
お先に失礼します。,Excuse me for leaving first.,お先に失礼,お先【さき】に失礼【しつれい】します。,Polite,polite,leaving first,"<ruby class=""vocab"">お先に失礼<rt>おさきにしつれい</rt></ruby>",
ご無沙汰しております。,It's been a long time.,ご無沙汰,ご無【む】沙汰【さた】しております。,Polite,polite,long time no see,"<ruby class=""vocab"">ご無沙汰<rt>ごむさた</rt></ruby>",
お変わりありませんか?,How have you been?,お変わり,お変【か】わりありませんか?,Polite,polite,how are you,"<ruby class=""vocab"">お変わり<rt>おかわり</rt></ruby>",
お大事になさってください。,Please take care of yourself.,お大事に,お大事【だいじ】になさってください。,Polite,polite,take care,"<ruby class=""vocab"">お大事に<rt>おだいじに</rt></ruby>",
110番に電話して!,Call 110!,110番,110番【ばん】に電話【でんわ】して!,Emergency,polite,110 emergency,"<ruby class=""vocab"">110番<rt>ばん</rt></ruby>",
事故がありました。,There was an accident.,事故,事故【じこ】がありました。,Emergency,polite,accident,"<ruby class=""vocab"">事故<rt><span class=""pitch-h"">じ</span><span class=""pitch-l"">こ</span></rt></ruby>",
住所は〇〇です。,The address is...,住所,住所【じゅうしょ】は〇〇です。,Emergency,polite,address,"<ruby class=""vocab"">住所<rt><span class=""pitch-h"">じゅ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">しょ</span></rt></ruby>",
助けてください!,Help!,助けて,助【たす】けてください!,Emergency,polite,help,"<ruby class=""vocab"">助けて<rt>たすけて</rt></ruby>",
警察を呼んでください。,Please call the police.,警察,警察【けいさつ】を呼【よ】んでください。,Emergency,polite,police,"<ruby class=""vocab"">警察<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">い</span><span class=""pitch-h"">さ</span><span class=""pitch-h"">つ</span></rt></ruby>",
119番に電話して!,Call 119!,119番,119番【ばん】に電話【でんわ】して!,Emergency,polite,119 emergency,"<ruby class=""vocab"">119番<rt>ばん</rt></ruby>",
救急車をお願いします。,I need an ambulance.,救急車,救急【きゅうきゅう】車【しゃ】をお願【ねが】いします。,Emergency,polite,ambulance,"<ruby class=""vocab"">救急車<rt>きゅうきゅうしゃ</rt></ruby>",
火事です!,Fire!,火事,火事【かじ】です!,Emergency,polite,fire,"<ruby class=""vocab"">火事<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">じ</span></rt></ruby>",
電気代が高すぎる。,The electricity bill is too high.,電気代,電気【でんき】代【だい】が高【たか】すぎる。,Utilities,polite,electricity bill,"<ruby class=""vocab"">電気代<rt>でんきだい</rt></ruby>",
ガスの契約を変更したい。,I want to change the gas contract.,契約,ガスの契約【けいやく】を変更【へんこう】したい。,Utilities,polite,contract,"<ruby class=""vocab"">契約<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">い</span><span class=""pitch-h"">や</span><span class=""pitch-h"">く</span></rt></ruby>",
水道の検針日はいつですか?,When is the water meter reading day?,検針日,水道【すいどう】の検針【けんしん】日【ひ】はいつですか?,Utilities,polite,meter reading day,"<ruby class=""vocab"">検針日<rt>けんしんひ</rt></ruby>",
インターネットが繋がらない。,The internet isn't connecting.,インターネット,インターネットが繋【つな】がらない。,Utilities,polite,internet,"<ruby class=""vocab"">インターネット<rt><span class=""pitch-l"">い</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">た</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ね</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">と</span></rt></ruby>",
契約を解約したいのですが。,I'd like to cancel my contract.,解約,契約【けいやく】を解約【かいやく】したいのですが。,Utilities,polite,cancellation,"<ruby class=""vocab"">解約<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">い</span><span class=""pitch-h"">や</span><span class=""pitch-h"">く</span></rt></ruby>",
料金プランを変えたい。,I want to change my rate plan.,料金プラン,料金【りょうきん】プランを変【か】えたい。,Utilities,polite,rate plan,"<ruby class=""vocab"">料金プラン<rt>りょうきんプラン</rt></ruby>",
引っ越しの手続きをしたい。,I want to do the moving procedures.,引っ越し,引【ひ】っ越【こ】しの手続【てつづ】きをしたい。,Utilities,polite,moving,"<ruby class=""vocab"">引っ越し<rt><span class=""pitch-l"">ひ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">こ</span><span class=""pitch-l"">し</span></rt></ruby>",
趣味は何ですか?,What are your hobbies?,趣味,趣味【しゅみ】は何【なん】ですか?,Hobbies,polite,hobby,"<ruby class=""vocab"">趣味<rt><span class=""pitch-h"">しゅ</span><span class=""pitch-l"">み</span></rt></ruby>",
手芸を始めました。,I started doing handicrafts.,手芸,手芸【しゅげい】を始【はじ】めました。,Hobbies,polite,handicrafts,"<ruby class=""vocab"">手芸<rt><span class=""pitch-l"">しゅ</span><span class=""pitch-h"">げ</span><span class=""pitch-h"">い</span></rt></ruby>",
ガーデニングが好きです。,I like gardening.,ガーデニング,ガーデニングが好【す】きです。,Hobbies,polite,gardening,"<ruby class=""vocab"">ガーデニング<rt><span class=""pitch-l"">が</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">で</span><span class=""pitch-h"">に</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぐ</span></rt></ruby>",
読書が趣味です。,Reading is my hobby.,読書,読書【どくしょ】が趣味【しゅみ】です。,Hobbies,polite,reading,"<ruby class=""vocab"">読書<rt><span class=""pitch-h"">ど</span><span class=""pitch-l"">く</span><span class=""pitch-l"">しょ</span></rt></ruby>",
料理教室に通っています。,I'm taking cooking classes.,料理教室,料理【りょうり】教室【きょうしつ】に通【かよ】っています。,Hobbies,polite,cooking class,"<ruby class=""vocab"">料理教室<rt>りょうりきょうしつ</rt></ruby>",
ピラティスを始めたい。,I want to start pilates.,ピラティス,ピラティスを始【はじ】めたい。,Hobbies,polite,pilates,"<ruby class=""vocab"">ピラティス<rt><span class=""pitch-h"">ぴ</span><span class=""pitch-l"">ら</span><span class=""pitch-l"">てぃ</span><span class=""pitch-l"">す</span></rt></ruby>",
今週の献立を考えよう。,Let's plan this week's menu.,献立,今週【こんしゅう】の献立【こんだて】を考【かんが】えよう。,Meal-Planning,polite,menu,"<ruby class=""vocab"">献立<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">て</span></rt></ruby>",
作り置きを週末に作る。,I'll make batch dishes on the weekend.,作り置き,作【つく】り置【お】きを週末【しゅうまつ】に作【つく】る。,Meal-Planning,polite,meal prep,"<ruby class=""vocab"">作り置き<rt><span class=""pitch-l"">つ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">り</span><span class=""pitch-h"">お</span><span class=""pitch-h"">き</span></rt></ruby>",
お弁当の中身は何にする?,What should I put in the lunch box?,中身,お弁当【べんとう】の中身【なかみ】は何【なに】にする?,Meal-Planning,polite,contents,"<ruby class=""vocab"">中身<rt><span class=""pitch-l"">な</span><span class=""pitch-h"">か</span><span class=""pitch-l"">み</span></rt></ruby>",
冷凍できるおかずを作ろう。,Let's make side dishes we can freeze.,おかず,冷凍【れいとう】できるおかずを作【つく】ろう。,Meal-Planning,polite,side dishes,"<span class=""vocab""><span class=""pitch-l"">お</span><span class=""pitch-h"">か</span><span class=""pitch-h"">ず</span></span>",
栄養バランスを考えて。,Think about nutritional balance.,栄養バランス,栄養【えいよう】バランスを考【かんが】えて。,Meal-Planning,polite,nutritional balance,"<ruby class=""vocab"">栄養バランス<rt>えいようバランス</rt></ruby>",
野菜が足りないかも。,We might not have enough vegetables.,野菜,野菜【やさい】が足【た】りないかも。,Meal-Planning,polite,vegetables,"<ruby class=""vocab"">野菜<rt><span class=""pitch-l"">や</span><span class=""pitch-h"">さ</span><span class=""pitch-h"">い</span></rt></ruby>",
魚を週2回は食べたい。,I want to eat fish twice a week.,魚,魚【さかな】を週【しゅう】2回【かい】は食【た】べたい。,Meal-Planning,polite,fish,"<ruby class=""vocab"">魚<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">か</span><span class=""pitch-h"">な</span></rt></ruby>",
子供が好きなメニューにしよう。,Let's make a menu the kids like.,メニュー,子供【こども】が好【す】きなメニューにしよう。,Meal-Planning,polite,menu,"<ruby class=""vocab"">メニュー<rt><span class=""pitch-h"">め</span><span class=""pitch-l"">にゅ</span><span class=""pitch-l"">ー</span></rt></ruby>",
交番はどこですか?,Where is the police box?,交番,交番【こうばん】はどこですか?,Police,polite,police box,"<ruby class=""vocab"">交番<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">ば</span><span class=""pitch-h"">ん</span></rt></ruby>",
届け出をしたいのですが。,I'd like to file a report.,届け出,届【とど】け出【で】をしたいのですが。,Police,polite,report,"<ruby class=""vocab"">届け出<rt><span class=""pitch-l"">と</span><span class=""pitch-h"">ど</span><span class=""pitch-h"">け</span><span class=""pitch-h"">で</span></rt></ruby>",
財布を盗まれました。,My wallet was stolen.,財布,財布【さいふ】を盗【ぬす】まれました。,Police,polite,wallet,"<ruby class=""vocab"">財布<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ふ</span></rt></ruby>",
被害届を出したいです。,I want to file a damage report.,被害届,被害【ひがい】届【とどけ】を出【だ】したいです。,Police,polite,damage report,"<ruby class=""vocab"">被害届<rt>ひがいとどけ</rt></ruby>",
事故を目撃しました。,I witnessed an accident.,目撃,事故【じこ】を目撃【もくげき】しました。,Police,polite,witness,"<ruby class=""vocab"">目撃<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">く</span><span class=""pitch-h"">げ</span><span class=""pitch-h"">き</span></rt></ruby>",
パスポートをなくしました。,I lost my passport.,パスポート,パスポートをなくしました。,Police,polite,passport,"<ruby class=""vocab"">パスポート<rt><span class=""pitch-l"">ぱ</span><span class=""pitch-h"">す</span><span class=""pitch-h"">ぽ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">と</span></rt></ruby>",
不審者を見ました。,I saw a suspicious person.,不審者,不審【ふしん】者【しゃ】を見【み】ました。,Police,polite,suspicious person,"<ruby class=""vocab"">不審者<rt>ふしんしゃ</rt></ruby>",
ひったくりに遭いました。,I was mugged.,ひったくり,ひったくりに遭【あ】いました。,Police,polite,mugging,"<span class=""vocab""><span class=""pitch-l"">ひ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">た</span><span class=""pitch-h"">く</span><span class=""pitch-l"">り</span></span>",
賃貸物件を探しています。,I'm looking for a rental property.,賃貸物件,賃貸【ちんたい】物件【ぶっけん】を探【さが】しています。,Housing,polite,rental property,"<ruby class=""vocab"">賃貸物件<rt>ちんたいぶっけん</rt></ruby>",
不動産屋に行ってくる。,I'll go to the real estate agent.,不動産屋,不【ふ】動産【どうさん】屋【や】に行【い】ってくる。,Housing,polite,real estate agent,"<ruby class=""vocab"">不動産屋<rt>ふどうさんや</rt></ruby>",
家賃はいくらですか?,How much is the rent?,不動産屋,家賃【やちん】はいくらですか?,Housing,polite,real estate agent,"<span class=""vocab"">不動産屋</span>",
敷金と礼金は必要ですか?,Are deposit and key money required?,敷金と礼金,敷金【しききん】と礼金【れいきん】は必要【ひつよう】ですか?,Housing,polite,deposit and key money,"<ruby class=""vocab"">敷金と礼金<rt>しききんとれいきん</rt></ruby>",
大家さんに連絡しなきゃ。,I need to contact the landlord.,大家,大家【おおや】さんに連絡【れんらく】しなきゃ。,Housing,polite,landlord,"<ruby class=""vocab"">大家<rt><span class=""pitch-h"">お</span><span class=""pitch-l"">お</span><span class=""pitch-l"">や</span></rt></ruby>",
管理組合の会議がある。,There's a condo association meeting.,管理組合,管理【かんり】組合【くみあい】の会議【かいぎ】がある。,Housing,polite,condo association,"<ruby class=""vocab"">管理組合<rt>かんりくみあい</rt></ruby>",
引っ越しの準備をしなきゃ。,I need to prepare for the move.,引っ越し,引【ひ】っ越【こ】しの準備【じゅんび】をしなきゃ。,Housing,polite,moving,"<ruby class=""vocab"">引っ越し<rt><span class=""pitch-l"">ひ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">こ</span><span class=""pitch-l"">し</span></rt></ruby>",
犬の散歩に行ってくる。,I'll take the dog for a walk.,散歩,犬【いぬ】の散歩【さんぽ】に行【い】ってくる。,Pets,polite,walk,"<ruby class=""vocab"">散歩<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぽ</span></rt></ruby>",
猫のご飯をあげて。,Feed the cat.,猫,猫【ねこ】のご飯【ごはん】をあげて。,Pets,polite,cat,"<ruby class=""vocab"">猫<rt><span class=""pitch-h"">ね</span><span class=""pitch-l"">こ</span></rt></ruby>",
動物病院に連れて行く。,I'll take them to the vet.,動物病院,動物【どうぶつ】病院【びょういん】に連【つ】れて行【い】く。,Pets,polite,vet,"<ruby class=""vocab"">動物病院<rt>どうぶつびょういん</rt></ruby>",
ペットフードを買わなきゃ。,I need to buy pet food.,ペットフード,ペットフードを買【か】わなきゃ。,Pets,polite,pet food,"<span class=""vocab"">ペットフード</span>",
予防接種の時期だ。,It's time for vaccinations.,予防接種,予防【よぼう】接種【せっしゅ】の時期【じき】だ。,Pets,polite,vaccination,"<ruby class=""vocab"">予防接種<rt>よぼうせっしゅ</rt></ruby>",
塾は何曜日?,What day is cram school?,塾,塾【じゅく】は何曜日【なんようび】?,Activities,polite,cram school,"<ruby class=""vocab"">塾<rt><span class=""pitch-h"">じゅ</span><span class=""pitch-l"">く</span></rt></ruby>",
習い事を増やしたいの?,Do you want more lessons?,習い事,習【なら】い事【ごと】を増【ふ】やしたいの?,Activities,polite,lessons,"<ruby class=""vocab"">習い事<rt><span class=""pitch-l"">な</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ご</span><span class=""pitch-h"">と</span></rt></ruby>",
ピアノの練習をしなさい。,Practice the piano.,ピアノ,ピアノの練習【れんしゅう】をしなさい。,Activities,polite,piano,"<ruby class=""vocab"">ピアノ<rt><span class=""pitch-l"">ぴ</span><span class=""pitch-h"">あ</span><span class=""pitch-h"">の</span></rt></ruby>",
サッカーの練習に送って行く。,I'll drive you to soccer practice.,サッカー,サッカーの練習【れんしゅう】に送【おく】って行【い】く。,Activities,polite,soccer,"<ruby class=""vocab"">サッカー<rt><span class=""pitch-h"">さ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">か</span><span class=""pitch-l"">ー</span></rt></ruby>",
水泳教室は何時まで?,Until what time is swimming class?,水泳教室,水泳【すいえい】教室【きょうしつ】は何【なん】時【じ】まで?,Activities,polite,swimming class,"<ruby class=""vocab"">水泳教室<rt>すいえいきょうしつ</rt></ruby>",
部活で遅くなる。,I'll be late because of club activities.,部活,部活【ぶかつ】で遅【おそ】くなる。,Activities,polite,club activities,"<ruby class=""vocab"">部活<rt><span class=""pitch-l"">ぶ</span><span class=""pitch-h"">か</span><span class=""pitch-h"">つ</span></rt></ruby>",
試合を見に行くね。,I'll come watch your game.,試合,試合【しあい】を見【み】に行【い】くね。,Activities,polite,game/match,"<ruby class=""vocab"">試合<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">あ</span><span class=""pitch-h"">い</span></rt></ruby>",
発表会の衣装を準備して。,Prepare the costume for the recital.,衣装,発表【はっぴょう】会【かい】の衣装【いしょう】を準備【じゅんび】して。,Activities,polite,costume,"<ruby class=""vocab"">衣装<rt><span class=""pitch-h"">い</span><span class=""pitch-l"">しょ</span><span class=""pitch-l"">う</span></rt></ruby>",
薬局はどこですか?,Where is the pharmacy?,薬局,薬局【やっきょく】はどこですか?,Pharmacy,polite,pharmacy,"<ruby class=""vocab"">薬局<rt><span class=""pitch-l"">や</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">きょ</span><span class=""pitch-h"">く</span></rt></ruby>",
この処方箋をお願いします。,I'd like to fill this prescription.,処方箋,この処方【しょほう】箋【せん】をお願【ねが】いします。,Pharmacy,polite,prescription,"<ruby class=""vocab"">処方箋<rt>しょほうせん</rt></ruby>",
市販の風邪薬をください。,I'd like over-the-counter cold medicine.,風邪薬,市販【しはん】の風邪薬【かぜぐすり】をください。,Pharmacy,polite,cold medicine,"<ruby class=""vocab"">風邪薬<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">ぜ</span><span class=""pitch-h"">ぐ</span><span class=""pitch-l"">す</span><span class=""pitch-l"">り</span></rt></ruby>",
頭痛薬はありますか?,Do you have headache medicine?,頭痛薬,頭痛【ずつう】薬【やく】はありますか?,Pharmacy,polite,headache medicine,"<ruby class=""vocab"">頭痛薬<rt>ずつうやく</rt></ruby>",
胃薬をください。,Stomach medicine please.,胃薬,胃薬【いぐすり】をください。,Pharmacy,polite,stomach medicine,"<ruby class=""vocab"">胃薬<rt><span class=""pitch-l"">い</span><span class=""pitch-h"">ぐ</span><span class=""pitch-l"">す</span><span class=""pitch-l"">り</span></rt></ruby>",
この薬に副作用はありますか?,Does this medicine have side effects?,副作用,この薬【くすり】に副【ふく】作用【さよう】はありますか?,Pharmacy,polite,side effects,"<ruby class=""vocab"">副作用<rt>ふくさよう</rt></ruby>",
1日に何回飲みますか?,How many times a day do I take it?,1日何回,1日【ついたち】に何【なん】回【かい】飲【の】みますか?,Pharmacy,polite,times per day,"<ruby class=""vocab"">1日何回<rt>1ついたちなんかい</rt></ruby>",
食前ですか?食後ですか?,Before or after meals?,食前食後,食前【しょくぜん】ですか?食後【しょくご】ですか?,Pharmacy,polite,before/after meals,"<ruby class=""vocab"">食前食後<rt>しょくぜんしょくご</rt></ruby>",
エアコンが壊れた。,The air conditioner broke.,エアコン,エアコンが壊【こわ】れた。,Repairs,polite,air conditioner,"<ruby class=""vocab"">エアコン<rt><span class=""pitch-l"">え</span><span class=""pitch-h"">あ</span><span class=""pitch-h"">こ</span><span class=""pitch-h"">ん</span></rt></ruby>",
修理を頼まなきゃ。,I need to call for repairs.,修理,修理【しゅうり】を頼【たの】まなきゃ。,Repairs,polite,repair,"<ruby class=""vocab"">修理<rt><span class=""pitch-h"">しゅ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">り</span></rt></ruby>",
業者さんに来てもらう。,I'll have a technician come.,業者,業者【ぎょうしゃ】さんに来【き】てもらう。,Repairs,polite,technician,"<ruby class=""vocab"">業者<rt><span class=""pitch-h"">ぎょ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">しゃ</span></rt></ruby>",
見積もりをお願いします。,Please give me an estimate.,見積もり,見積【みつ】もりをお願【ねが】いします。,Repairs,polite,estimate,"<ruby class=""vocab"">見積もり<rt><span class=""pitch-l"">み</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">も</span><span class=""pitch-h"">り</span></rt></ruby>",
水漏れがしている。,There's a water leak.,水漏れ,水漏【みずも】れがしている。,Repairs,polite,water leak,"<ruby class=""vocab"">水漏れ<rt><span class=""pitch-l"">み</span><span class=""pitch-h"">ず</span><span class=""pitch-h"">も</span><span class=""pitch-h"">れ</span></rt></ruby>",
ガス点検の人が来ます。,The gas inspector is coming.,ガス点検,ガス点検【てんけん】の人【ひと】が来【き】ます。,Repairs,polite,gas inspection,"<ruby class=""vocab"">ガス点検<rt>てんけん</rt></ruby>",
今日のドラマ見た?,Did you watch today's drama?,ドラマ,今日【きょう】のドラマ見【み】た?,Tv,polite,drama,"<ruby class=""vocab"">ドラマ<rt><span class=""pitch-h"">ど</span><span class=""pitch-l"">ら</span><span class=""pitch-l"">ま</span></rt></ruby>",
この番組を録画して。,Record this program.,番組,この番組【ばんぐみ】を録画【ろくが】して。,Tv,polite,program,"<ruby class=""vocab"">番組<rt><span class=""pitch-l"">ば</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぐ</span><span class=""pitch-h"">み</span></rt></ruby>",
ニュースを見よう。,Let's watch the news.,ニュース,ニュースを見【み】よう。,Tv,polite,news,"<ruby class=""vocab"">ニュース<rt><span class=""pitch-h"">にゅ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">す</span></rt></ruby>",
チャンネルを変えて。,Change the channel.,チャンネル,チャンネルを変【か】えて。,Tv,polite,channel,"<ruby class=""vocab"">チャンネル<rt><span class=""pitch-l"">ちゃ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ね</span><span class=""pitch-h"">る</span></rt></ruby>",
町内会の集まりがある。,There's a neighborhood association meeting.,町内会,町内【ちょうない】会【かい】の集【あつ】まりがある。,Neighborhood,polite,neighborhood association,"<ruby class=""vocab"">町内会<rt>ちょうないかい</rt></ruby>",
回覧板を回してください。,Please pass on the circular notice.,回覧板,回覧【かいらん】板【ばん】を回【まわ】してください。,Neighborhood,polite,circular notice,"<ruby class=""vocab"">回覧板<rt>かいらんばん</rt></ruby>",
今週はゴミ当番です。,It's our turn for trash duty this week.,ゴミ当番,今週【こんしゅう】はゴミ当番【とうばん】です。,Neighborhood,polite,trash duty,"<ruby class=""vocab"">ゴミ当番<rt>とうばん</rt></ruby>",
お隣に挨拶してきた。,I went to greet the neighbors.,挨拶,お隣【となり】に挨拶【あいさつ】してきた。,Neighborhood,polite,greeting,"<ruby class=""vocab"">挨拶<rt><span class=""pitch-h"">あ</span><span class=""pitch-l"">い</span><span class=""pitch-l"">さ</span><span class=""pitch-l"">つ</span></rt></ruby>",
引っ越してきたばかりです。,We just moved here.,引っ越し,引【ひ】っ越【こ】してきたばかりです。,Neighborhood,polite,moving,"<ruby class=""vocab"">引っ越し<rt><span class=""pitch-l"">ひ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">こ</span><span class=""pitch-l"">し</span></rt></ruby>",
この辺りは静かですね。,This area is quiet isn't it.,静か,この辺【あた】りは静【しず】かですね。,Neighborhood,polite,quiet,"<ruby class=""vocab"">静か<rt><span class=""pitch-h"">し</span><span class=""pitch-l"">ず</span><span class=""pitch-l"">か</span></rt></ruby>",
自治会費を集めに来ました。,I came to collect the residents' association fee.,自治会費,自治【じち】会費【かいひ】を集【あつ】めに来【き】ました。,Neighborhood,polite,association fee,"<ruby class=""vocab"">自治会費<rt>じちかいひ</rt></ruby>",
防災訓練に参加します。,I'll participate in the disaster drill.,防災訓練,防災【ぼうさい】訓練【くんれん】に参加【さんか】します。,Neighborhood,polite,disaster drill,"<ruby class=""vocab"">防災訓練<rt>ぼうさいくんれん</rt></ruby>",
避難所はどこですか?,Where is the evacuation shelter?,避難所,避難【ひなん】所【しょ】はどこですか?,Evacuation,polite,evacuation shelter,"<ruby class=""vocab"">避難所<rt>ひなんしょ</rt></ruby>",
防災グッズを準備しよう。,Let's prepare emergency supplies.,防災グッズ,防災【ぼうさい】グッズを準備【じゅんび】しよう。,Evacuation,polite,emergency supplies,"<ruby class=""vocab"">防災グッズ<rt>ぼうさいグッズ</rt></ruby>",
非常食を買っておこう。,Let's buy emergency food.,非常食,非【ひ】常食【じょうしょく】を買【か】っておこう。,Evacuation,polite,emergency food,"<ruby class=""vocab"">非常食<rt>ひじょうしょく</rt></ruby>",
懐中電灯はどこ?,Where is the flashlight?,懐中電灯,懐中【かいちゅう】電灯【でんとう】はどこ?,Evacuation,polite,flashlight,"<ruby class=""vocab"">懐中電灯<rt>かいちゅうでんとう</rt></ruby>",
水を備蓄しておこう。,Let's stock up on water.,備蓄,水【みず】を備蓄【びちく】しておこう。,Evacuation,polite,stockpile,"<ruby class=""vocab"">備蓄<rt><span class=""pitch-l"">び</span><span class=""pitch-h"">ち</span><span class=""pitch-h"">く</span></rt></ruby>",
避難経路を確認して。,Check the evacuation route.,避難経路,避難【ひなん】経路【けいろ】を確認【かくにん】して。,Evacuation,polite,evacuation route,"<ruby class=""vocab"">避難経路<rt>ひなんけいろ</rt></ruby>",
携帯の充電をしておいて。,Charge your phone.,充電,携帯【けいたい】の充電【じゅうでん】をしておいて。,Evacuation,polite,charge,"<ruby class=""vocab"">充電<rt><span class=""pitch-l"">じゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">で</span><span class=""pitch-h"">ん</span></rt></ruby>",
衣替えをしなきゃ。,I need to switch out the seasonal clothes.,衣替え,衣替【ころもが】えをしなきゃ。,Seasonal-Tasks,polite,seasonal wardrobe,"<ruby class=""vocab"">衣替え<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">ろ</span><span class=""pitch-h"">も</span><span class=""pitch-h"">が</span><span class=""pitch-h"">え</span></rt></ruby>",
大掃除を始めよう。,Let's start the big cleaning.,大掃除,大【だい】掃除【そうじ】を始【はじ】めよう。,Seasonal-Tasks,polite,big cleaning,"<ruby class=""vocab"">大掃除<rt>だいそうじ</rt></ruby>",
模様替えをしたい。,I want to rearrange the room.,模様替え,模様【もよう】替【が】えをしたい。,Seasonal-Tasks,polite,rearranging,"<ruby class=""vocab"">模様替え<rt>もようがえ</rt></ruby>",
冬物を出してきて。,Get out the winter clothes.,冬物,冬物【ふゆもの】を出【だ】してきて。,Seasonal-Tasks,polite,winter clothes,"<ruby class=""vocab"">冬物<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">ゆ</span><span class=""pitch-h"">も</span><span class=""pitch-h"">の</span></rt></ruby>",
夏物をしまおう。,Let's put away the summer things.,夏物,夏物【なつもの】をしまおう。,Seasonal-Tasks,polite,summer clothes,"<ruby class=""vocab"">夏物<rt><span class=""pitch-l"">な</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">も</span><span class=""pitch-h"">の</span></rt></ruby>",
庭の手入れをしなきゃ。,I need to tend to the garden.,手入れ,庭【にわ】の手入【てい】れをしなきゃ。,Seasonal-Tasks,polite,maintenance,"<ruby class=""vocab"">手入れ<rt><span class=""pitch-h"">て</span><span class=""pitch-l"">い</span><span class=""pitch-l"">れ</span></rt></ruby>",
散髪に連れて行く。,I'll take them for a haircut.,散髪,散髪【さんぱつ】に連【つ】れて行【い】く。,Hair-Salon,polite,haircut,"<ruby class=""vocab"">散髪<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぱ</span><span class=""pitch-h"">つ</span></rt></ruby>",
短めにしてください。,Please cut it short.,短め,短【みじか】めにしてください。,Hair-Salon,polite,short,"<ruby class=""vocab"">短め<rt><span class=""pitch-l"">み</span><span class=""pitch-h"">じ</span><span class=""pitch-h"">か</span><span class=""pitch-h"">め</span></rt></ruby>",
子供料金はありますか?,Is there a children's rate?,子供料金,子供【こども】料金【りょうきん】はありますか?,Hair-Salon,polite,children's rate,"<ruby class=""vocab"">子供料金<rt>こどもりょうきん</rt></ruby>",
前髪だけ切ってください。,Just trim the bangs please.,前髪,前髪【まえがみ】だけ切【き】ってください。,Hair-Salon,polite,bangs,"<ruby class=""vocab"">前髪<rt><span class=""pitch-l"">ま</span><span class=""pitch-h"">え</span><span class=""pitch-h"">が</span><span class=""pitch-h"">み</span></rt></ruby>",
お中元を贈ります。,I'll send a mid-year gift.,お中元,お中元【ちゅうげん】を贈【おく】ります。,Gifts,polite,mid-year gift,"<ruby class=""vocab"">お中元<rt>ちゅうげん</rt></ruby>",
